Vehicle, Route
Ruta del vehículo 0: 1 -> 15 -> 17 -> 20 -> 22 -> 23 -> 1
Ruta del vehículo 1: 1 -> 14 -> 12 -> 5 -> 4 -> 26 -> 7 -> 9 -> 11 -> 1
Ruta del vehículo 2: 1 -> 18 -> 21 -> 19 -> 16 -> 13 -> 28 -> 1
Ruta del vehículo 3: 1 -> 8 -> 6 -> 3 -> 2 -> 30 -> 10 -> 1
