Epoch,Train Loss,Train Accuracy
1,2.1075600965668677,0.4230769230769231
2,1.0229344514561711,0.7162313813507447
3,0.6176701519534988,0.839420526423179
4,0.4306644394623076,0.8948683942052642
5,0.3121342296601193,0.9238930830442766
6,0.2440200256712455,0.9413895123444195
7,0.19763936465651671,0.9524586819016527
8,0.1613664223051358,0.9609263415629463
9,0.1371752745054091,0.9672515813099367
10,0.11865087615948575,0.9707712711691492
