Epoch,Train Accuracy
1,0.4230769230769231
2,0.7162313813507447
3,0.839420526423179
4,0.8948683942052642
5,0.9238930830442766
6,0.9413895123444195
7,0.9524586819016527
8,0.9609263415629463
9,0.9672515813099367
10,0.9707712711691492
