Epoch,Train Accuracy
1,0.4290961028361559
2,0.7236278310548867
3,0.8031524178739032
4,0.8465619261375229
5,0.8704856151805754
6,0.8920628443174863
7,0.9035400938583963
8,0.9122117935115283
9,0.9182309732707611
10,0.9244541930218323
