Epoch,Train Loss,Train Accuracy
1,2.917905481176703,0.2038869618445215
2,2.1512173400617542,0.3610487655580494
3,1.717544272128754,0.47092430116302797
4,1.4116959878612692,0.5693225872270965
5,1.140787514932393,0.6635890634564374
6,0.919814773232085,0.7374005305039788
7,0.7461204205504444,0.7913180983472761
8,0.6060456450281096,0.835339726586411
9,0.4973230925046795,0.8669149153234034
10,0.42834144846504313,0.8857376045704958
