Epoch,Train Loss,Train Accuracy
1,2.1890442388384415,0.39083860436645584
2,1.1150107217214236,0.6657824933687002
3,0.8069468365031102,0.7640277494388901
4,0.6714067445493639,0.8063660477453581
5,0.5751485771227622,0.8346255866149765
6,0.5168363911633002,0.850897775964089
7,0.44789494080757675,0.8724750051009998
8,0.42149973219962483,0.877167924913283
9,0.38048984752481785,0.8877269944909202
10,0.3546658771000134,0.8974699041012039
