Epoch,Train Accuracy
1,0.39083860436645584
2,0.6657824933687002
3,0.7640277494388901
4,0.8063660477453581
5,0.8346255866149765
6,0.850897775964089
7,0.8724750051009998
8,0.877167924913283
9,0.8877269944909202
10,0.8974699041012039
