Epoch,Train Accuracy
1,0.2038869618445215
2,0.3610487655580494
3,0.47092430116302797
4,0.5693225872270965
5,0.6635890634564374
6,0.7374005305039788
7,0.7913180983472761
8,0.835339726586411
9,0.8669149153234034
10,0.8857376045704958
