Epoch,Train Loss,Train Accuracy
1,2.8310303861126425,0.21444603142215873
2,2.1109865961222627,0.3728830850846766
3,1.7568527453291864,0.4750561109977556
4,1.508898415339907,0.5509079779636809
5,1.331315928046116,0.6063048357478066
6,1.204612898228608,0.6395633544174658
7,1.0871869266567962,0.6795041828198327
8,0.9998449735695931,0.7068965517241379
9,0.922588921463509,0.7309732707610692
10,0.8532004717123645,0.7523464599061416
